Date,PREC.I-1 (in) ,PREC (m),TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,ID,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,ID,SNWD.I-1 (m) ,SNDENS_gcm3,SNDENS_kgm3,ID,SNThermCond_,SNThermCond_Sturm,ID,SNThermCond_est,ID,Permadata_surface_temp,,,
10/27/15,0.5,0.01,-7.6,-4.1,-8.3,363,-6.5,16,363,0.41,0.03,31.25,363,0.00,0.03,363,0.15,363,-0.561,,,
10/28/15,0.5,0.01,-7.5,-6.4,-7.8,364,-7.2,16,364,0.41,0.03,31.25,364,0.00,0.03,364,0.15,364,-0.715,,,
10/29/15,0.5,0.01,-12.7,-7.5,-12.7,365,-10.2,16,365,0.41,0.03,31.25,365,0.00,0.03,365,0.15,365,-0.878,,,
10/30/15,0.5,0.01,-12.3,-11,-13.1,366,-11.9,16,366,0.41,0.03,31.25,366,0.00,0.03,366,0.15,366,-0.837,,,
10/31/15,0.5,0.01,-19.3,-11.9,-20.2,367,-15.9,16,367,0.41,0.03,31.25,367,0.00,0.03,367,0.15,367,-0.838,,,
11/1/15,0.5,0.01,-15.1,-14.4,-20.4,368,-18.2,16,368,0.41,0.03,31.25,368,0.00,0.03,368,0.15,368,-1.077,,,
11/2/15,0.6,0.02,-3.8,-3.3,-16.3,369,-8.9,17,369,0.43,0.04,35.29,369,0.00,0.03,369,0.15,369,-1.117,,,
11/3/15,0.6,0.02,-4,-1.8,-5.2,370,-3,17,370,0.43,0.04,35.29,370,0.00,0.03,370,0.15,370,-0.838,,,
11/4/15,0.7,0.02,-1.8,-0.1,-5.1,371,-2.5,16,371,0.41,0.04,43.75,371,0.01,0.03,371,0.15,371,-0.706,,,
11/5/15,0.7,0.02,-2.5,-1.1,-6.6,372,-3.6,16,372,0.41,0.04,43.75,372,0.01,0.03,372,0.15,372,-0.68,,,
11/6/15,0.7,0.02,-13.8,-1.7,-15.1,373,-4.9,16,373,0.41,0.04,43.75,373,0.01,0.03,373,0.15,373,-0.759,,,
11/7/15,0.7,0.02,-9.6,-9.1,-16.1,374,-11.2,16,374,0.41,0.04,43.75,374,0.01,0.03,374,0.15,374,-0.997,,,
11/8/15,0.7,0.02,-8.7,-8.2,-11.5,375,-9.7,16,375,0.41,0.04,43.75,375,0.01,0.03,375,0.15,375,-1.031,,,
11/9/15,0.7,0.02,-4.6,-4.2,-11.3,376,-8.4,16,376,0.41,0.04,43.75,376,0.01,0.03,376,0.15,376,-1.077,,,
11/10/15,0.7,0.02,-7.7,-3.2,-8.6,377,-5.2,16,377,0.41,0.04,43.75,377,0.01,0.03,377,0.15,377,-0.997,,,
11/11/15,0.7,0.02,-8.1,-5.1,-10.6,378,-8.2,16,378,0.41,0.04,43.75,378,0.01,0.03,378,0.15,378,-1.107,,,
11/12/15,0.7,0.02,-14.9,-7.6,-15.3,379,-11.4,16,379,0.41,0.04,43.75,379,0.01,0.03,379,0.15,379,-1.318,,,
11/13/15,0.7,0.02,-20,-13.6,-21.1,380,-16.7,16,380,0.41,0.04,43.75,380,0.01,0.03,380,0.15,380,-1.48,,,
11/14/15,0.7,0.02,-25.6,-20,-25.6,381,-22.6,16,381,0.41,0.04,43.75,381,0.01,0.03,381,0.15,381,-1.64,,,
11/15/15,0.7,0.02,-25.2,-23.7,-26.6,382,-25.3,16,382,0.41,0.04,43.75,382,0.01,0.03,382,0.15,382,-1.968,,,
11/16/15,0.7,0.02,-26.5,-23.7,-28.2,383,-25.3,16,383,0.41,0.04,43.75,383,0.01,0.03,383,0.15,383,-2.173,,,
11/17/15,0.7,0.02,-29.2,-25.4,-30,384,-27.2,16,384,0.41,0.04,43.75,384,0.01,0.03,384,0.15,384,-2.298,,,
11/18/15,0.7,0.02,-26.5,-25.1,-29.7,385,-28.2,16,385,0.41,0.04,43.75,385,0.01,0.03,385,0.15,385,-2.422,,,
11/19/15,0.7,0.02,-24.3,-22.1,-27.4,386,-25.1,17,386,0.43,0.04,41.18,386,0.01,0.03,386,0.15,386,-2.589,,,
11/20/15,0.7,0.02,-18.2,-14.3,-24.3,387,-18.9,17,387,0.43,0.04,41.18,387,0.01,0.03,387,0.15,387,-2.66,,,
11/21/15,0.7,0.02,-21.2,-17.4,-24.3,388,-20.9,17,388,0.43,0.04,41.18,388,0.01,0.03,388,0.15,388,-2.463,,,
11/22/15,0.8,0.02,-21.2,-19.2,-21.5,389,-20.3,18,389,0.46,0.04,44.44,389,0.01,0.03,389,0.15,389,-2.339,,,
11/23/15,0.8,0.02,-22.1,-20.2,-24.1,390,-21.7,18,390,0.46,0.04,44.44,390,0.01,0.03,390,0.15,390,-2.215,,,
11/24/15,0.8,0.02,-10.7,-10.3,-25.2,391,-18.6,18,391,0.46,0.04,44.44,391,0.01,0.03,391,0.15,391,-2.296,,,
11/25/15,1,0.03,-3.3,-1.9,-10.7,392,-6.5,17,392,0.43,0.06,58.82,392,0.01,0.03,392,0.15,392,-2.05,,,
11/26/15,1,0.03,-5.1,-1.4,-7,393,-4.1,16,393,0.41,0.06,62.50,393,0.01,0.03,393,0.15,393,-1.682,,,
11/27/15,1.1,0.03,-9.2,-4.2,-9.5,394,-8.1,18,394,0.46,0.06,61.11,394,0.01,0.03,394,0.15,394,-1.601,,,
11/28/15,1.1,0.03,-15.6,-8.7,-16.2,395,-13.2,15,395,0.38,0.07,73.33,395,0.02,0.03,395,0.15,395,-1.525,,,
11/29/15,1.1,0.03,-12.3,-12.3,-16.4,396,-14.1,15,396,0.38,0.07,73.33,396,0.02,0.03,396,0.15,396,-1.983,,,
11/30/15,1.1,0.03,-15.6,-12.2,-16.8,397,-15.2,15,397,0.38,0.07,73.33,397,0.02,0.03,397,0.15,397,-1.968,,,
12/1/15,1.1,0.03,-24.6,-15.6,-24.6,398,-19.4,15,398,0.38,0.07,73.33,398,0.02,0.03,398,0.15,398,-2.287,,,
12/2/15,1.1,0.03,-24.7,-22.3,-25.5,399,-24.2,14,399,0.36,0.08,78.57,399,0.02,0.04,399,0.15,399,-2.708,,,
12/3/15,1.1,0.03,-32.2,-24.7,-32.7,400,-29.1,14,400,0.36,0.08,78.57,400,0.02,0.04,400,0.15,400,-3.045,,,
12/4/15,1.1,0.03,-36.6,-32,-37,401,-35.1,14,401,0.36,0.08,78.57,401,0.02,0.04,401,0.15,401,-3.781,,,
12/5/15,1.1,0.03,-33.6,-33,-36.6,402,-34.2,14,402,0.36,0.08,78.57,402,0.02,0.04,402,0.15,402,-4.335,,,
12/6/15,1.1,0.03,-37.3,-32.9,-37.8,403,-35.4,14,403,0.36,0.08,78.57,403,0.02,0.04,403,0.15,403,-4.878,,,
12/7/15,1.1,0.03,-34.9,-34.7,-37.6,404,-35.8,14,404,0.36,0.08,78.57,404,0.02,0.04,404,0.15,404,-5.598,,,
12/8/15,1.1,0.03,-30.3,-30.3,-34.9,405,-32.7,14,405,0.36,0.08,78.57,405,0.02,0.04,405,0.15,405,-6.107,,,
12/9/15,1.1,0.03,-28,-26.3,-30.7,406,-28.4,14,406,0.36,0.08,78.57,406,0.02,0.04,406,0.15,406,-6.247,,,
12/10/15,1.1,0.03,-30.8,-27.4,-30.8,407,-28.3,14,407,0.36,0.08,78.57,407,0.02,0.04,407,0.15,407,-6.297,,,
12/11/15,1.1,0.03,-31,-28.1,-33.1,408,-31.1,14,408,0.36,0.08,78.57,408,0.02,0.04,408,0.15,408,-6.717,,,
12/12/15,1.1,0.03,-34.6,-26.4,-35.6,409,-30.8,13,409,0.33,0.08,84.62,409,0.02,0.04,409,0.15,409,-7.39,,,
12/13/15,1.1,0.03,-30.6,-30.6,-35.1,410,-32.9,14,410,0.36,0.08,78.57,410,0.02,0.04,410,0.15,410,-7.88,,,
12/14/15,1.1,0.03,-29.3,-28.9,-32.5,411,-31.1,14,411,0.36,0.08,78.57,411,0.02,0.04,411,0.15,411,-8.23,,,
12/15/15,1.1,0.03,-18.7,-16.5,-31.1,412,-28.1,14,412,0.36,0.08,78.57,412,0.02,0.04,412,0.15,412,-8.58,,,
12/16/15,1.2,0.03,-8.7,-6.1,-19,413,-10.9,15,413,0.38,0.08,80.00,413,0.02,0.04,413,0.15,413,-8.34,,,
12/17/15,1.2,0.03,-6.9,-6.5,-13.3,414,-9.4,15,414,0.38,0.08,80.00,414,0.02,0.04,414,0.15,414,-7.71,,,
12/18/15,1.2,0.03,-11.8,-6.9,-15.2,415,-11.4,15,415,0.38,0.08,80.00,415,0.02,0.04,415,0.15,415,-7.37,,,
12/19/15,1.3,0.03,-22.8,-11.5,-22.9,416,-16.8,16,416,0.41,0.08,81.25,416,0.02,0.04,416,0.15,416,-7.2,,,
12/20/15,1.3,0.03,-25.6,-18.5,-25.6,417,-20.7,16,417,0.41,0.08,81.25,417,0.02,0.04,417,0.15,417,-7.3,,,
12/21/15,1.3,0.03,-19.9,-19.3,-25.6,418,-20.8,16,418,0.41,0.08,81.25,418,0.02,0.04,418,0.15,418,-7.69,,,
12/22/15,1.3,0.03,-27.8,-19.9,-28.4,419,-23.7,16,419,0.41,0.08,81.25,419,0.02,0.04,419,0.15,419,-7.91,,,
12/23/15,1.3,0.03,-33.4,-26.4,-33.6,420,-30.5,16,420,0.41,0.08,81.25,420,0.02,0.04,420,0.15,420,-8.72,,,
12/24/15,1.3,0.03,-31.5,-30.9,-34.2,421,-32.4,16,421,0.41,0.08,81.25,421,0.02,0.04,421,0.15,421,-9.29,,,
12/25/15,1.4,0.04,-32.3,-27.4,-32.8,422,-30.2,18,422,0.46,0.08,77.78,422,0.02,0.04,422,0.15,422,-9.7,,,
12/26/15,1.4,0.04,-27.4,-21.2,-34.2,423,-28.4,18,423,0.46,0.08,77.78,423,0.02,0.04,423,0.15,423,-10.26,,,
12/27/15,1.4,0.04,-13.1,-7.9,-30.1,424,-18.9,18,424,0.46,0.08,77.78,424,0.02,0.04,424,0.15,424,-10.56,,,
12/28/15,1.4,0.04,-21.2,-10.6,-21.2,425,-15.3,18,425,0.46,0.08,77.78,425,0.02,0.04,425,0.15,425,-10.08,,,
12/29/15,1.4,0.04,-25.3,-20.8,-27.2,426,-24.7,18,426,0.46,0.08,77.78,426,0.02,0.04,426,0.15,426,-10.09,,,
12/30/15,1.4,0.04,-20.1,-16.9,-25.3,427,-22.3,18,427,0.46,0.08,77.78,427,0.02,0.04,427,0.15,427,-10.02,,,
12/31/15,1.6,0.04,-18.3,-17.9,-20.8,428,-19.6,21,428,0.53,0.08,76.19,428,0.02,0.04,428,0.15,428,-9.66,,,
1/1/16,1.7,0.04,-15.2,1.4,-18.9,429,-8.8,23,429,0.58,0.07,73.91,429,0.02,0.03,429,0.3,429,-9.34,,,
1/2/16,1.7,0.04,-2.9,-2.7,-16.7,430,-10.2,21,430,0.53,0.08,80.95,430,0.02,0.04,430,0.3,430,-8.88,,,
1/3/16,1.7,0.04,-9.6,-1.9,-12,431,-7.9,20,431,0.51,0.09,85.00,431,0.02,0.04,431,0.3,431,-8.53,,,
1/4/16,1.8,0.05,-1.9,0.9,-10.9,432,-4.1,16,432,0.41,0.11,112.50,432,0.04,0.04,432,0.3,432,-8.23,,,
1/5/16,1.8,0.05,-0.2,2.3,-5.9,433,-2.5,16,433,0.41,0.11,112.50,433,0.04,0.04,433,0.3,433,-7.91,,,
1/6/16,1.8,0.05,-0.3,3.2,-1.9,434,0.7,15,434,0.38,0.13,131.23,434,0.06,0.05,434,0.3,434,-7.64,,,
1/7/16,1.8,0.05,-4.4,4,-6.6,435,-0.7,15,435,0.38,0.12,120.00,435,0.05,0.05,435,0.3,435,-7.35,,,
1/8/16,1.8,0.05,-13.3,-4.2,-13.3,436,-7.7,15,436,0.38,0.12,120.00,436,0.05,0.05,436,0.3,436,-7.25,,,
1/9/16,1.8,0.05,-19.7,-12.1,-19.7,437,-15.6,14,437,0.36,0.13,128.57,437,0.05,0.05,437,0.3,437,-7.49,,,
1/10/16,1.8,0.05,-21.7,-16.8,-23.9,438,-20.9,14,438,0.36,0.13,128.57,438,0.05,0.05,438,0.3,438,-7.88,,,
1/11/16,1.8,0.05,-26.7,-19.3,-28.1,439,-24.2,14,439,0.36,0.13,128.57,439,0.05,0.05,439,0.3,439,-8.23,,,
1/12/16,1.8,0.05,-33.1,-25.4,-33.6,440,-28.6,14,440,0.36,0.13,128.57,440,0.05,0.05,440,0.3,440,-8.68,,,
1/13/16,1.8,0.05,-32.6,-31.6,-34.9,441,-32.9,14,441,0.36,0.13,128.57,441,0.05,0.05,441,0.3,441,-9.14,,,
1/14/16,1.8,0.05,-29.7,-27.8,-33.4,442,-30.7,14,442,0.36,0.13,128.57,442,0.05,0.05,442,0.3,442,-9.55,,,
1/15/16,1.8,0.05,-20.2,-19.6,-29.7,443,-24.6,14,443,0.36,0.13,128.57,443,0.05,0.05,443,0.3,443,-9.76,,,
1/16/16,1.8,0.05,-20.1,-19.1,-21,444,-20.3,14,444,0.36,0.13,128.57,444,0.05,0.05,444,0.3,444,-9.61,,,
1/17/16,1.8,0.05,-21.7,-19.1,-22.4,445,-20.7,14,445,0.36,0.13,128.57,445,0.05,0.05,445,0.3,445,-9.4,,,
1/18/16,1.8,0.05,-24.6,-21.7,-26.9,446,-24.9,14,446,0.36,0.13,128.57,446,0.05,0.05,446,0.3,446,-9.28,,,
1/19/16,1.8,0.05,-33.1,-24.3,-33.8,447,-28.6,14,447,0.36,0.13,128.57,447,0.05,0.05,447,0.3,447,-9.24,,,
1/20/16,1.8,0.05,-36.8,-31.8,-36.9,448,-34.7,14,448,0.36,0.13,128.57,448,0.05,0.05,448,0.3,448,-9.4,,,
1/21/16,1.8,0.05,-30.1,-30,-37.3,449,-33.9,14,449,0.36,0.13,128.57,449,0.05,0.05,449,0.3,449,-9.66,,,
1/22/16,1.8,0.05,-29.4,-26.8,-30.2,450,-28.4,14,450,0.36,0.13,128.57,450,0.05,0.05,450,0.3,450,-9.87,,,
1/23/16,1.8,0.05,-33.8,-28.3,-34.2,451,-31.7,14,451,0.36,0.13,128.57,451,0.05,0.05,451,0.3,451,-10.08,,,
1/24/16,1.8,0.05,-31.8,-31.2,-34.1,452,-32.3,14,452,0.36,0.13,128.57,452,0.05,0.05,452,0.3,452,-10.24,,,
1/25/16,1.8,0.05,-17.1,-10.9,-32.3,453,-26.1,14,453,0.36,0.13,128.57,453,0.05,0.05,453,0.3,453,-10.39,,,
1/26/16,1.8,0.05,-24.5,-10.6,-26.1,454,-21.6,14,454,0.36,0.13,128.57,454,0.05,0.05,454,0.3,454,-10.4,,,
1/27/16,1.8,0.05,-22.3,-22.1,-25.7,455,-24.4,14,455,0.36,0.13,128.57,455,0.05,0.05,455,0.3,455,-10.34,,,
1/28/16,1.8,0.05,-22.3,-19,-23.7,456,-21.1,14,456,0.36,0.13,128.57,456,0.05,0.05,456,0.3,456,-10.29,,,
1/29/16,1.8,0.05,-20.6,-18.9,-22.4,457,-20.3,14,457,0.36,0.13,128.57,457,0.05,0.05,457,0.3,457,-10.21,,,
1/30/16,1.8,0.05,-14.8,-14.4,-21.7,458,-18.9,14,458,0.36,0.13,128.57,458,0.05,0.05,458,0.3,458,-10.18,,,
1/31/16,1.9,0.05,-7.9,-5.3,-14.8,459,-8.2,15,459,0.38,0.13,126.67,459,0.05,0.05,459,0.3,459,-10.03,,,
2/1/16,1.9,0.05,-4.3,-3.3,-9.7,460,-5.7,15,460,0.38,0.13,126.67,460,0.05,0.05,460,0.3,460,-9.71,,,
2/2/16,1.9,0.05,-18.1,-4.3,-19.5,461,-10.1,15,461,0.38,0.13,126.67,461,0.05,0.05,461,0.3,461,-9.45,,,
2/3/16,1.9,0.05,-10.4,-7.3,-22.7,462,-14.4,15,462,0.38,0.13,126.67,462,0.05,0.05,462,0.3,462,-9.6,,,
2/4/16,1.9,0.05,-27.2,-7.1,-28.1,463,-17.5,15,463,0.38,0.13,126.67,463,0.05,0.05,463,0.3,463,-9.76,,,
2/5/16,1.9,0.05,-27.8,-27.2,-31.4,464,-29.2,15,464,0.38,0.13,126.67,464,0.05,0.05,464,0.3,464,-10.08,,,
2/6/16,1.9,0.05,-33.4,-26.9,-34.4,465,-30.9,15,465,0.38,0.13,126.67,465,0.05,0.05,465,0.3,465,-10.4,,,
2/7/16,1.9,0.05,-27.9,-27.8,-35.4,466,-32.8,15,466,0.38,0.13,126.67,466,0.05,0.05,466,0.3,466,-10.83,,,
2/8/16,1.9,0.05,-29.3,-17.8,-29.9,467,-24.8,15,467,0.38,0.13,126.67,467,0.05,0.05,467,0.3,467,-11.16,,,
2/9/16,1.9,0.05,-24.2,-21.7,-29.7,468,-26.1,15,468,0.38,0.13,126.67,468,0.05,0.05,468,0.3,468,-11.21,,,
2/10/16,1.9,0.05,-23.1,-20.3,-25.3,469,-22.9,15,469,0.38,0.13,126.67,469,0.05,0.05,469,0.3,469,-11.16,,,
2/11/16,1.9,0.05,-24.2,-22.4,-25.3,470,-24.1,15,470,0.38,0.13,126.67,470,0.05,0.05,470,0.3,470,-11.04,,,
2/12/16,1.9,0.05,-22.2,-21.5,-24.2,471,-22.5,15,471,0.38,0.13,126.67,471,0.05,0.05,471,0.3,471,-10.94,,,
2/13/16,1.9,0.05,-23,-21.6,-24.3,472,-23.2,15,472,0.38,0.13,126.67,472,0.05,0.05,472,0.3,472,-10.88,,,
2/14/16,1.9,0.05,-17.5,-17.1,-24.4,473,-21.5,14,473,0.36,0.14,135.71,473,0.06,0.05,473,0.3,473,-10.94,,,
2/15/16,1.9,0.05,-19.8,-12.7,-19.8,474,-17.7,15,474,0.38,0.13,126.67,474,0.05,0.05,474,0.3,474,-10.89,,,
2/16/16,1.9,0.05,-16.8,-15.6,-19.9,475,-18.1,14,475,0.36,0.14,135.71,475,0.06,0.05,475,0.3,475,-10.72,,,
2/17/16,1.9,0.05,-18.6,-15.7,-21.7,476,-19.4,16,476,0.41,0.12,118.75,476,0.05,0.05,476,0.3,476,-10.66,,,
2/18/16,1.9,0.05,-13.7,-9.3,-18.6,477,-13.9,16,477,0.41,0.12,118.75,477,0.05,0.05,477,0.3,477,-10.78,,,
2/19/16,1.9,0.05,-21.8,-11.6,-26.2,478,-20.3,16,478,0.41,0.12,118.75,478,0.05,0.05,478,0.3,478,-10.94,,,
2/20/16,1.9,0.05,-27.9,-16.2,-28.9,479,-24,16,479,0.41,0.12,118.75,479,0.05,0.05,479,0.3,479,-11.21,,,
2/21/16,1.9,0.05,-26.2,-25.4,-31,480,-28.8,16,480,0.41,0.12,118.75,480,0.05,0.05,480,0.3,480,-11.49,,,
2/22/16,1.9,0.05,-24.9,-22.5,-30.1,481,-26.2,16,481,0.41,0.12,118.75,481,0.05,0.05,481,0.3,481,-11.6,,,
2/23/16,2,0.05,-5.1,-0.8,-25,482,-11.2,16,482,0.41,0.13,125.00,482,0.05,0.05,482,0.3,482,-11.56,,,
2/24/16,2,0.05,-3.2,-1.3,-6.4,483,-3.9,15,483,0.38,0.13,133.33,483,0.06,0.05,483,0.3,483,-11.05,,,
2/25/16,2,0.05,-2.3,-0.7,-8.8,484,-4.4,15,484,0.38,0.13,133.33,484,0.06,0.05,484,0.3,484,-10.61,,,
2/26/16,2,0.05,-6.6,-0.3,-9.2,485,-3.9,15,485,0.38,0.13,133.33,485,0.06,0.05,485,0.3,485,-10.29,,,
2/27/16,2,0.05,-10.2,-1.7,-13.8,486,-8.1,15,486,0.38,0.13,133.33,486,0.06,0.05,486,0.3,486,-10.18,,,
2/28/16,2,0.05,-6.6,-1.9,-15.3,487,-6.8,15,487,0.38,0.13,133.33,487,0.06,0.05,487,0.3,487,-10.25,,,
2/29/16,2,0.05,-21.2,-2.6,-21.2,488,-12.9,15,488,0.38,0.13,133.33,488,0.06,0.05,488,0.3,488,-10.29,,,
3/1/16,2,0.05,-7.9,-7.9,-21.3,489,-15.9,15,489,0.38,0.13,133.33,489,0.06,0.05,489,0.3,489,-10.51,,,
3/2/16,2,0.05,-14.8,-5.3,-15,490,-11.4,15,490,0.38,0.13,133.33,490,0.06,0.05,490,0.3,490,-10.45,,,
3/3/16,2,0.05,-13.1,-12.4,-14.9,491,-14,16,491,0.41,0.13,125.00,491,0.05,0.05,491,0.3,491,-10.24,,,
3/4/16,2,0.05,-15.3,-9.3,-15.3,492,-13.8,18,492,0.46,0.11,111.11,492,0.04,0.04,492,0.3,492,-10.08,,,
3/5/16,2,0.05,-19.5,-12.2,-19.5,493,-16.2,17,493,0.43,0.12,117.65,493,0.04,0.05,493,0.3,493,-9.92,,,
3/6/16,2,0.05,-26.7,-17.5,-27.4,494,-23.4,17,494,0.43,0.12,117.65,494,0.04,0.05,494,0.3,494,-9.87,,,
3/7/16,2,0.05,-29,-21.4,-29.3,495,-26.2,16,495,0.41,0.13,125.00,495,0.05,0.05,495,0.3,495,-10.02,,,
3/8/16,2,0.05,-30.5,-23.7,-30.6,496,-28.1,16,496,0.41,0.13,125.00,496,0.05,0.05,496,0.3,496,-10.27,,,
3/9/16,2,0.05,-27,-17.1,-30.9,497,-27.1,16,497,0.41,0.13,125.00,497,0.05,0.05,497,0.3,497,-10.56,,,
3/10/16,2,0.05,-27.5,-11.8,-29.1,498,-23.9,16,498,0.41,0.13,125.00,498,0.05,0.05,498,0.3,498,-10.83,,,
3/11/16,2,0.05,-24.8,-18.1,-27.9,499,-25.1,16,499,0.41,0.13,125.00,499,0.05,0.05,499,0.3,499,-11.05,,,
3/12/16,2,0.05,-21.9,-17.8,-25.4,500,-22.2,17,500,0.43,0.12,117.65,500,0.04,0.05,500,0.3,500,-11.11,,,
3/13/16,2,0.05,-23.2,-13.1,-23.2,501,-21,17,501,0.43,0.12,117.65,501,0.04,0.05,501,0.3,501,-11.05,,,
3/14/16,2,0.05,-25.9,-21.6,-28.1,502,-24.5,17,502,0.43,0.12,117.65,502,0.04,0.05,502,0.3,502,-10.99,,,
3/15/16,2,0.05,-28.6,-22.1,-29.1,503,-25.4,17,503,0.43,0.12,117.65,503,0.04,0.05,503,0.3,503,-11.09,,,
3/16/16,2,0.05,-29.8,-24.2,-30.5,504,-28.3,17,504,0.43,0.12,117.65,504,0.04,0.05,504,0.3,504,-11.18,,,
3/17/16,2,0.05,-27.4,-20.9,-30.1,505,-26.2,17,505,0.43,0.12,117.65,505,0.04,0.05,505,0.3,505,-11.38,,,
3/18/16,2,0.05,-29.3,-20.8,-29.5,506,-26.3,17,506,0.43,0.12,117.65,506,0.04,0.05,506,0.3,506,-11.49,,,
3/19/16,2.1,0.05,-33,-26.6,-33.8,507,-29.9,18,507,0.46,0.12,116.67,507,0.04,0.05,507,0.3,507,-11.63,,,
3/20/16,2.1,0.05,-33.2,-25.6,-33.8,508,-31.1,18,508,0.46,0.12,116.67,508,0.04,0.05,508,0.3,508,-11.77,,,
3/21/16,2.1,0.05,-27.7,-21.8,-33.2,509,-27.6,18,509,0.46,0.12,116.67,509,0.04,0.05,509,0.3,509,-11.94,,,
3/22/16,2.1,0.05,-28.3,-18,-30.1,510,-25.7,18,510,0.46,0.12,116.67,510,0.04,0.05,510,0.3,510,-12.05,,,
3/23/16,2.1,0.05,-23.2,-15.8,-28.7,511,-23.7,18,511,0.46,0.12,116.67,511,0.04,0.05,511,0.3,511,-12.11,,,
3/24/16,2.1,0.05,-17.5,-5.9,-23.7,512,-15.2,18,512,0.46,0.12,116.67,512,0.04,0.05,512,0.3,512,-12.06,,,
3/25/16,2.1,0.05,-25,-9.3,-25,513,-19.7,18,513,0.46,0.12,116.67,513,0.04,0.05,513,0.3,513,-11.77,,,
3/26/16,2.2,0.06,-19.4,-12.2,-25.6,514,-20.4,20,514,0.51,0.11,110.00,514,0.04,0.04,514,0.3,514,-11.66,,,
3/27/16,2.3,0.06,-19.4,-13.7,-19.4,515,-17.4,20,515,0.51,0.12,115.00,515,0.04,0.04,515,0.3,515,-11.44,,,
3/28/16,2.4,0.06,-22.4,-16.3,-22.5,516,-19.6,21,516,0.53,0.11,114.29,516,0.04,0.04,516,0.3,516,-11.22,,,
3/29/16,2.4,0.06,-23.3,-18.4,-26.3,517,-22.4,21,517,0.53,0.11,114.29,517,0.04,0.04,517,0.3,517,-11.1,,,
3/30/16,2.4,0.06,-24.4,-11.6,-28.4,518,-22.4,21,518,0.53,0.11,114.29,518,0.04,0.04,518,0.3,518,-11.1,,,
3/31/16,2.4,0.06,-27.1,-9.6,-29.4,519,-22.2,21,519,0.53,0.11,114.29,519,0.04,0.04,519,0.3,519,-11.21,,,
4/1/16,2.4,0.06,-27.1,-21.1,-28.4,520,-25.2,20,520,0.51,0.12,120.00,520,0.05,0.05,520,0.3,520,-11.27,,,
4/2/16,2.4,0.06,-24.8,-24.8,-32.8,521,-28.4,15,521,0.38,0.16,160.00,521,0.08,0.06,521,0.3,521,-11.44,,,
4/3/16,2.4,0.06,-22.2,-19.4,-25.7,522,-23.2,15,522,0.38,0.16,160.00,522,0.08,0.06,522,0.3,522,-11.6,,,
4/4/16,2.6,0.07,-15.8,-15.7,-22.9,523,-20.1,15,523,0.38,0.17,173.33,523,0.10,0.06,523,0.3,523,-11.6,,,
4/5/16,2.7,0.07,-14.6,-5.7,-16.7,524,-12.9,15,524,0.38,0.18,180.00,524,0.10,0.07,524,0.3,524,-11.48,,,
4/6/16,2.7,0.07,-15.1,-6.8,-17.6,525,-13.1,15,525,0.38,0.18,180.00,525,0.10,0.07,525,0.3,525,-11.32,,,
4/7/16,2.7,0.07,-10.7,-3.5,-15.8,526,-10.3,15,526,0.38,0.18,180.00,526,0.10,0.07,526,0.3,526,-11.32,,,
4/8/16,2.7,0.07,-16.2,-4.4,-16.3,527,-11.7,15,527,0.38,0.18,180.00,527,0.10,0.07,527,0.3,527,-11.27,,,
4/9/16,2.7,0.07,-15.6,-12.3,-19.2,528,-16.3,15,528,0.38,0.18,180.00,528,0.10,0.07,528,0.3,528,-11.21,,,
4/10/16,2.7,0.07,-12,-10.9,-15.9,529,-13.6,15,529,0.38,0.18,180.00,529,0.10,0.07,529,0.3,529,-11.12,,,
4/11/16,2.8,0.07,-4.6,-2.1,-13.7,530,-8.5,15,530,0.38,0.19,186.67,530,0.11,0.07,530,0.3,530,-10.99,,,
4/12/16,2.8,0.07,-4.4,3.2,-6.9,531,-1,15,531,0.38,0.19,186.67,531,0.11,0.07,531,0.3,531,-10.56,,,
4/13/16,2.8,0.07,-13.2,-1.8,-14.2,532,-6.6,16,532,0.41,0.18,175.00,532,0.10,0.06,532,0.3,532,-9.83,,,
4/14/16,2.8,0.07,-14.1,-3.2,-16.6,533,-11.1,15,533,0.38,0.19,186.67,533,0.11,0.07,533,0.3,533,-9.66,,,
4/15/16,2.8,0.07,-15.2,-5.1,-19.6,534,-13.2,15,534,0.38,0.19,186.67,534,0.11,0.07,534,0.3,534,-9.92,,,
4/16/16,2.8,0.07,-19.1,-12.5,-19.1,535,-15.7,15,535,0.38,0.19,186.67,535,0.11,0.07,535,0.3,535,-10.24,,,
4/17/16,2.8,0.07,-16.1,-12.2,-19.9,536,-16,16,536,0.41,0.18,175.00,536,0.10,0.06,536,0.3,536,-10.29,,,
4/18/16,2.8,0.07,-12.3,-12,-18.2,537,-14.4,15,537,0.38,0.19,186.67,537,0.11,0.07,537,0.3,537,-10.29,,,
4/19/16,2.8,0.07,-9.2,-7.7,-13.5,538,-10.5,14,538,0.36,0.20,200.00,538,0.13,0.08,538,0.3,538,-10.18,,,
4/20/16,2.9,0.07,-4.9,-1.7,-14.6,539,-8.1,15,539,0.38,0.19,193.33,539,0.12,0.07,539,0.3,539,-9.89,,,
4/21/16,2.9,0.07,-8.7,-0.3,-10.9,540,-6.4,15,540,0.38,0.19,193.33,540,0.12,0.07,540,0.3,540,-9.71,,,
